product_id,description,image_path
25065,Lino Perros Men Formal Brown Accessory Gift Set,../data/RAW/images/25065.jpg
44052,Boss Men Collector's Edition Perfume,../data/RAW/images/44052.jpg
5375,Quechua Jawar 5.0 Lady Blue,../data/RAW/images/5375.jpg
20517,Baggit Women Turnoff Taj Brown Handbag,../data/RAW/images/20517.jpg
14722,Scullers For Her Women Casual Shirt Black Shirts,../data/RAW/images/14722.jpg
52137,Femella Women Black Polo T-Shirt,../data/RAW/images/52137.jpg
36472,Aurelia Women Dobby Green Kurta,../data/RAW/images/36472.jpg
25859,American Tourister Unisex Speedair Black Small Laptop Bag,../data/RAW/images/25859.jpg
16088,M tv Men My Fab Eyewear Black Sunglasses,../data/RAW/images/16088.jpg
3843,Crocs Women Lady Gold Sandal,../data/RAW/images/3843.jpg
29655,Indigo Nation Men Grey Striped Shirt,../data/RAW/images/29655.jpg
48662,Lucera Women Silver Earrings,../data/RAW/images/48662.jpg
17966,Puma Women Sasha White Casual Shoe,../data/RAW/images/17966.jpg
30778,Fabindia Men Khadi Green Kurta,../data/RAW/images/30778.jpg
9545,Nike Men Grey T-shirt,../data/RAW/images/9545.jpg
12428,Timberland Men Casual Brown Casual Shoes,../data/RAW/images/12428.jpg
8497,Forever New Women Cameo Skirt Cream Skirts,../data/RAW/images/8497.jpg
45941,Mumbai Slang Women Black Top,../data/RAW/images/45941.jpg
25098,Lino Perros Men Leather Dark Brown Wallet,../data/RAW/images/25098.jpg
44893,Puma Men Grey Honeycomb Polo T-shirt,../data/RAW/images/44893.jpg
53824,Ayaanay_Women_New_2013_Tunics_Size_Chart.jpg,../data/RAW/images/53824.jpg
1728,Newfeel Unisex Green Sports Shoes,../data/RAW/images/1728.jpg
21438,Roxy Women Mellow Beanie Blue Cap,../data/RAW/images/21438.jpg
59522,Lucera Silver Earrings,../data/RAW/images/59522.jpg
32813,iPanema Women Ritmos Purple Flats,../data/RAW/images/32813.jpg
5388,Kalenji Kapteren Tr Grey Blue 2010,../data/RAW/images/5388.jpg
24976,United Colors of Benetton Women Peach Top,../data/RAW/images/24976.jpg
5986,Locomotive Men Black Pink Checked Shirt,../data/RAW/images/5986.jpg
24378,Folklore Women Red  Kurta,../data/RAW/images/24378.jpg
4068,Crocs Men's Tideline Canvas Khaki Shoe,../data/RAW/images/4068.jpg
59710,Avirate Orange Brief,../data/RAW/images/59710.jpg
47418,Baggit Women Beige Handbag,../data/RAW/images/47418.jpg
43884,Puma Men Grey Street Jump Shoes,../data/RAW/images/43884.jpg
17368,Arrow Men Formal Maroon Tie+Cufflink+Pocket square - Combo Pack,../data/RAW/images/17368.jpg
29467,Giordano Men Silver Dial Watch,../data/RAW/images/29467.jpg
42956,French Connection Men Navy Blue & White Belt,../data/RAW/images/42956.jpg
35038,Fabindia Women Printed Pink Kurta,../data/RAW/images/35038.jpg
18320,Wills Lifestyle Men Check Green Shirt,../data/RAW/images/18320.jpg
48450,French Connection Men Grey T-shirt,../data/RAW/images/48450.jpg
23961,Provogue Men Printed White Shirt,../data/RAW/images/23961.jpg
9777,ADIDAS Men Cress 3spespt Black Track Pants,../data/RAW/images/9777.jpg
49582,Catwalk Women Gold Flats,../data/RAW/images/49582.jpg
38343,Mr. Men Little Miss Girls White Tops,../data/RAW/images/38343.jpg
39291,Red Chief Men Khaki Shoes,../data/RAW/images/39291.jpg
15867,Warner Bros Kids Unisex SD Silly Shoe Silver Casual Shoes,../data/RAW/images/15867.jpg
1942,Puma Mens Reggae All Night White T-shirt,../data/RAW/images/1942.jpg
59374,Vishudh Women Green Printed Kurta,../data/RAW/images/59374.jpg
51119,Satya Paul Purple Saree,../data/RAW/images/51119.jpg
29003,Cabarelli Men Black Backpack,../data/RAW/images/29003.jpg
7289,Mickey Men's Goofy's Running Royal Blue T-shirt,../data/RAW/images/7289.jpg
26877,Jealous 21 Women Printed Pink Top,../data/RAW/images/26877.jpg
23539,Classic Polo Men White Sweatshirt,../data/RAW/images/23539.jpg
48808,Revv Men Steel Pendant,../data/RAW/images/48808.jpg
30912,Fabindia Women Blue Solid Kurti,../data/RAW/images/30912.jpg
3629,Puma Unisex Tropi Cat Graphic White Yellow Flip Flop,../data/RAW/images/3629.jpg
19696,United Colors of Benetton Men Solid Grey Shirt,../data/RAW/images/19696.jpg
46992,Shree Women Multi Coloured Kurta,../data/RAW/images/46992.jpg
27199,Doodle Kids Girl Printed Grey Skirt,../data/RAW/images/27199.jpg
18744,Arrow Woman Cameron Blue Shirt,../data/RAW/images/18744.jpg
12870,Lee Cooper MenCasual Black Shoes,../data/RAW/images/12870.jpg
29231,Puma Women Black Grace Flats,../data/RAW/images/29231.jpg
6169,ADIDAS Women's Printed Upper Blue Flip Flop,../data/RAW/images/6169.jpg
7887,Proline Men Blue Track Pants,../data/RAW/images/7887.jpg
26279,Proline Men Grey Polo T-shirt,../data/RAW/images/26279.jpg
48206,United Colors of Benetton Men Black Sunglasses,../data/RAW/images/48206.jpg
9121,Puma Men Yacht L Brown Casual Shoes,../data/RAW/images/9121.jpg
18576,Puma Men Riddim Red Tshirt,../data/RAW/images/18576.jpg
54659,Fastrack Women Red Dial Watch,../data/RAW/images/54659.jpg
37905,24 Unisex Gold Perfume,../data/RAW/images/37905.jpg
38171,Miami Blues Women Brown Sunglasses,../data/RAW/images/38171.jpg
37139,Wills Lifestyle Men Pink Check Shirt,../data/RAW/images/37139.jpg
41985,Gini and Jony Boys Under The SunYellow T-shirt,../data/RAW/images/41985.jpg
59146,Tiptopp Women Black Sandals,../data/RAW/images/59146.jpg
15269,ADIDAS Originals Women Concord Round Pink Casual Shoes,../data/RAW/images/15269.jpg
56932,HM Women Metallic Flats,../data/RAW/images/56932.jpg
14941,Status Quo Men Solid White Shorts,../data/RAW/images/14941.jpg
15893,Warner Bros Kids Girls TW Net Face Canvas Grey Casual Shoes,../data/RAW/images/15893.jpg
39265,Red Chief Men Brown Formal Shoes,../data/RAW/images/39265.jpg
58252,Baggit Women Olive Wallet,../data/RAW/images/58252.jpg
20348,Scullers For Her Women Solid Purple Tunic,../data/RAW/images/20348.jpg
59380,Vishudh Women Blue Printed Kurta,../data/RAW/images/59380.jpg
52768,Fiorelli Women Black Leather Handbag,../data/RAW/images/52768.jpg
31834,Titan Men White Dial Watch,../data/RAW/images/31834.jpg
26883,Jealous 21 Women Printed Green T-shirt,../data/RAW/images/26883.jpg
27951,Jockey SP-IW Men Black Briefs SP01,../data/RAW/images/27951.jpg
47088,Kids Ville Boys Blue Flip Flops,../data/RAW/images/47088.jpg
28125,Jockey MODERN CLASSIC Men Black Brief 8035,../data/RAW/images/28125.jpg
8235,Fastrack Women Black Handbag,../data/RAW/images/8235.jpg
49112,Deborah New Skin Compact Foundation 03,../data/RAW/images/49112.jpg
19662,United Colors of Benetton Men Printed Blue Sweatshirt,../data/RAW/images/19662.jpg
46966,Bulchee Women Brown Handbag,../data/RAW/images/46966.jpg
13358,Timberland Women Femmes Brown Casual Shoes,../data/RAW/images/13358.jpg
12884,Spykar Men Helmet Grey T-Shirts,../data/RAW/images/12884.jpg
16418,Levi's Men Stripes White Tshirts,../data/RAW/images/16418.jpg
28317,Red Tape Men Black Formal Shoes,../data/RAW/images/28317.jpg
13956,United Colors of Benetton Women Solid White Tops,../data/RAW/images/13956.jpg
34748,Puma Women Soleil Cat Black Shoes,../data/RAW/images/34748.jpg
19450,Quiksilver Men Black T-shirt,../data/RAW/images/19450.jpg
7873,Proline Men Multicoloured Striped Polo T-shirt,../data/RAW/images/7873.jpg
18582,Puma Women Pack of 2 Socks,../data/RAW/images/18582.jpg
57028,Forever New Women Red Top,../data/RAW/images/57028.jpg
38185,Miami Blues Women Sunglasses,../data/RAW/images/38185.jpg
20946,ADIDAS Men Checks Blue Flip Flops,../data/RAW/images/20946.jpg
21894,BIBA Women sequin Purple Kurta,../data/RAW/images/21894.jpg
39057,Belmonte Men Steel Button Cover,../data/RAW/images/39057.jpg
5718,Basics Men Blue T-shirt,../data/RAW/images/5718.jpg
58060,Rreverie Sea Green Earrings,../data/RAW/images/58060.jpg
53488,Amante Black Sports Bra BCST22,../data/RAW/images/53488.jpg
41971,Gini and Jony Girls Summer Up Blue Top,../data/RAW/images/41971.jpg
28773,Aurelia Women Printed Green Kurti,../data/RAW/images/28773.jpg
2965,Puma Men's Excurse White Spectrum Blue Shoe,../data/RAW/images/2965.jpg
50669,Chromozome Men Assorted Checked Pyjamas S-5264,../data/RAW/images/50669.jpg
22249,ID Men Blue Casual Sandals,../data/RAW/images/22249.jpg
2159,Basics Men Green Polo T-shirt,../data/RAW/images/2159.jpg
17992,Puma Women Essential Skinny Black Track Pant,../data/RAW/images/17992.jpg
19034,Catwalk Women Comfort Blue Flats,../data/RAW/images/19034.jpg
8463,Jealous 21 Women Jealous Paiva Pink Tops,../data/RAW/images/8463.jpg
16840,Idee Women Funky Eyewear Maroon Sunglasses,../data/RAW/images/16840.jpg
49744,Park Avenue Men Blue Tie,../data/RAW/images/49744.jpg
41529,Basics Men Brown Belt,../data/RAW/images/41529.jpg
52902,FNF Blue Printed Sari,../data/RAW/images/52902.jpg
11259,ADIDAS Men Nba Celtics Black Caps,../data/RAW/images/11259.jpg
44867,Puma Men Green Graphic Story T-shirt,../data/RAW/images/44867.jpg
33109,Catwalk Women Pink Wedges,../data/RAW/images/33109.jpg
45189,CASIO ENTICER Women Black Dial Analogue Watch A638,../data/RAW/images/45189.jpg
25850,Diva Women Printed Red Kurti,../data/RAW/images/25850.jpg
33935,ADIDAS Men Polo Turquoise Blue T-Shirt,../data/RAW/images/33935.jpg
39601,Catwalk Women Black Heels,../data/RAW/images/39601.jpg
5972,Highlander Men Red Black Checked Shirts,../data/RAW/images/5972.jpg
11857,Playboy Men Casual White Slippers,../data/RAW/images/11857.jpg
36649,Paridhan Women Turquoise Blue Lace Coin Pouch Wallet,../data/RAW/images/36649.jpg
14519,Mark Taylor Men White & Teal Blue Striped Shirt,../data/RAW/images/14519.jpg
58636,Fila Men Dark Blue Ankle Socks,../data/RAW/images/58636.jpg
44269,Hidekraft Men Black Wallet,../data/RAW/images/44269.jpg
28541,Nike Men Running Grey T-shirt,../data/RAW/images/28541.jpg
43870,Royal Diadem White Earrings,../data/RAW/images/43870.jpg
51589,Wrangler Women Blue Jeggings,../data/RAW/images/51589.jpg
29493,Giordano Women Chronograph White Dial Watch,../data/RAW/images/29493.jpg
55915,Colorbar Steel Etto Nail Lacquer 64,../data/RAW/images/55915.jpg
7619,Wrangler Men Light Blue Canvas Cap,../data/RAW/images/7619.jpg
27509,Jockey Red T-shirt Bra SS15,../data/RAW/images/27509.jpg
34922,Fabindia Grey Dupatta,../data/RAW/images/34922.jpg
9783,ADIDAS Men Bnce Hop White Tshirts,../data/RAW/images/9783.jpg
8651,Fastrack Unisex Summer Sunglasses,../data/RAW/images/8651.jpg
49576,Catwalk Women Red  Flats,../data/RAW/images/49576.jpg
22847,Woodland Men Camel Casual Shoes,../data/RAW/images/22847.jpg
55129,Lakme Truewear Color Crush 11 Nail Polish,../data/RAW/images/55129.jpg
19206,United Colors of Benetton Men Black Cap,../data/RAW/images/19206.jpg
24511,Mother Earth Women Pink Printed Kurta,../data/RAW/images/24511.jpg
10724,Murcia Women Black Black Handbags,../data/RAW/images/10724.jpg
58897,Hakashi Men Black Silk Tie,../data/RAW/images/58897.jpg
59945,Vans Men Blue Casual Shoes,../data/RAW/images/59945.jpg
14384,Catwalk Women Casual Blue Flats,../data/RAW/images/14384.jpg
15256,ADIDAS Originals Women Midiru Lite Black Casual Shoes,../data/RAW/images/15256.jpg
21063,Clarks Men Gofor Action Brown Casual Shoe,../data/RAW/images/21063.jpg
4601,Wildcraft Unisex Blue & Grey Rucksack,../data/RAW/images/4601.jpg
7084,Wildcraft Unisex Olive Green Backpack,../data/RAW/images/7084.jpg
35651,U.S. Polo Assn. Men Brown Formal Shoes,../data/RAW/images/35651.jpg
17501,Classic Polo Men Stripes Grey Polo T-Shirt,../data/RAW/images/17501.jpg
9922,Puma Women Ferrari LS Shopper White Handbags,../data/RAW/images/9922.jpg
23734,Ray-Ban Women High Street Brown Sunglasses,../data/RAW/images/23734.jpg
6156,Lee Men's Sheild Black T-shirt,../data/RAW/images/6156.jpg
47271,FCUK Underwear Green Printed Boxers,../data/RAW/images/47271.jpg
26246,Proline Men Green Polo Tshirt,../data/RAW/images/26246.jpg
12073,W Women Printed Black Kurtas,../data/RAW/images/12073.jpg
42703,Rocia Women Black & White Sandals,../data/RAW/images/42703.jpg
3424,Myntra Men's All or Nothing at All T-shirt,../data/RAW/images/3424.jpg
30323,Myntra Men Ava Black T-shirt,../data/RAW/images/30323.jpg
48239,Avengers Boys Navy Blue Printed T-shirt,../data/RAW/images/48239.jpg
18549,Catwalk Women  Purple Casual Shoes,../data/RAW/images/18549.jpg
54666,Fastrack Men Blue Dial  Watch,../data/RAW/images/54666.jpg
51126,Satya Paul Pink Saree,../data/RAW/images/51126.jpg
26848,Calvin Klein Unisex One Perfume,../data/RAW/images/26848.jpg
35463,Franco Leone Men Grey Shoes,../data/RAW/images/35463.jpg
47043,Shree Women Orange & Pink Jodhpuri Salwar,../data/RAW/images/47043.jpg
17733,Puma Men MM III Navy Blue Slipper,../data/RAW/images/17733.jpg
48837,Lucera Women Silver Pendant,../data/RAW/images/48837.jpg
42531,Mother Earth Women White Kurti,../data/RAW/images/42531.jpg
29800,Basics Men Black & Navy Checked Shirt,../data/RAW/images/29800.jpg
3616,Puma Men Deccan Chargers Woven Black Shirt,../data/RAW/images/3616.jpg
12241,Genesis Men Stripes White Shirts,../data/RAW/images/12241.jpg
55586,Revlon Photo Ready Pink Sculpting Blush Palette 01,../data/RAW/images/55586.jpg
13393,United Colors of Benetton Men Check Green Shirts,../data/RAW/images/13393.jpg
30111,Flying Machine Men Check Green & Brown Shirt,../data/RAW/images/30111.jpg
40266,Scullers Men Navy Blue Striped T-shirt,../data/RAW/images/40266.jpg
56303,Biara Women Rose Briefs,../data/RAW/images/56303.jpg
15858,Warner Bros Kids Unisex LT Blug Clog Green Sandals,../data/RAW/images/15858.jpg
32646,Nike Kids Boys Contemporary Athlete Green T-shirt,../data/RAW/images/32646.jpg
20383,Spykar Men Solid White Sweater,../data/RAW/images/20383.jpg
58299,Jockey LCESCBRA Men Pack of 3 Socks 2004,../data/RAW/images/58299.jpg
53671,Kiara Women Orange Handbag,../data/RAW/images/53671.jpg
37334,DKNY Women White Dial Watch NY8500,../data/RAW/images/37334.jpg
4433,Wrangler Men's Hiker Striper Polo White Navy T-shirt,../data/RAW/images/4433.jpg
15064,Franco Leone Men Brown Formal Shoes,../data/RAW/images/15064.jpg
21251,Skybags Unisex Red Duffle Bag,../data/RAW/images/21251.jpg
6700,Nike Men's Nsw Clsc White Blue Socks,../data/RAW/images/6700.jpg
47427,Baggit Women Purple Auxi Lally Wallet,../data/RAW/images/47427.jpg
50490,Chromozome Men Grey Trunks,../data/RAW/images/50490.jpg
23162,Mark Taylor Men Navy Blue Printed T-shirt,../data/RAW/images/23162.jpg
42969,Amante Brown & Green Swimsuit WCSD03,../data/RAW/images/42969.jpg
51542,Fastrack Men White Dial Watch,../data/RAW/images/51542.jpg
16285,Peter England Men Printed Blue TShirt,../data/RAW/images/16285.jpg
35007,Fabindia Women Printed Rust Stole,../data/RAW/images/35007.jpg
30575,Opium Men Aviator Blue Sunglass,../data/RAW/images/30575.jpg
9748,Indian Terrain Men Navy Blue Shirts,../data/RAW/images/9748.jpg
3272,Guerrilla Men's God's Sent White T-shirt,../data/RAW/images/3272.jpg
12625,Probase Men Printed Orange Tshirts,../data/RAW/images/12625.jpg
25295,Lino Perros Women Sporty Purple Handbag,../data/RAW/images/25295.jpg
32222,Fabindia Women Striped Green Kurta,../data/RAW/images/32222.jpg
40602,Span Women Green Kurta,../data/RAW/images/40602.jpg
1525,Puma Deck Navy Blue Backpack,../data/RAW/images/1525.jpg
24347,ADIDAS Women Green T-shirt,../data/RAW/images/24347.jpg
10172,United Colors of Benetton Men Iceland Grey Casual Shoes,../data/RAW/images/10172.jpg
4057,Myntra Men's Nobody Says No To Me White T-shirt,../data/RAW/images/4057.jpg
45370,Cobblerz Women Brown Sandals,../data/RAW/images/45370.jpg
15400,FILA Men FILA Runner White Sports Shoes,../data/RAW/images/15400.jpg
53215,Mark Taylor Men Pink Shirt,../data/RAW/images/53215.jpg
5185,Dark Knight Men's Crew Black T-shirt,../data/RAW/images/5185.jpg
37750,John Players Men Blue Check Shirt,../data/RAW/images/37750.jpg
32010,Playboy Men Orange & Black Socks,../data/RAW/images/32010.jpg
11292,Wrangler Men Blue Millard Jeans,../data/RAW/images/11292.jpg
56555,Streetwear Stawberry Lip Gloss 47,../data/RAW/images/56555.jpg
24175,Aurelia Women Olive Kurti,../data/RAW/images/24175.jpg
57487,Lee Cooper Men Brown Shoes,../data/RAW/images/57487.jpg
10340,United Colors of Benetton Women Green Polo T-shirt,../data/RAW/images/10340.jpg
40430,Tonga Women Grey Dress,../data/RAW/images/40430.jpg
15632,Nike Women AS Regular DF Cotton Black Track Pants,../data/RAW/images/15632.jpg
21407,Locomotive Men Printed White T-shirt,../data/RAW/images/21407.jpg
4265,Jealous 21 Women Plain Pink Top,../data/RAW/images/4265.jpg
45142,Casio Enticer Men Black Dial Analogue Watch MTP-1291D-1A3VDF(A415),../data/RAW/images/45142.jpg
24949,United Colors of Benetton Women Peach T-shirt,../data/RAW/images/24949.jpg
44090,Boss Men Collector's Edition Perfume,../data/RAW/images/44090.jpg
37562,Madagascar3 Infant Boys Light Green Snapsuit Romper,../data/RAW/images/37562.jpg
53027,FNF Multi Coloured Printed Sari,../data/RAW/images/53027.jpg
17165,U.S. Polo Assn. Men Maroon & White Check Shirt,../data/RAW/images/17165.jpg
23350,Crusoe Men Elixir Boxer Assorted Short,../data/RAW/images/23350.jpg
6532,Nike Women's Border Pink Skirt,../data/RAW/images/6532.jpg
18911,ADIDAS Men Vanquish 5 M White Sports Shoes,../data/RAW/images/18911.jpg
47615,Portia Women Black Flats,../data/RAW/images/47615.jpg
51770,Hidedge Men Brown Belt,../data/RAW/images/51770.jpg
17959,Puma Women Trinity White Casual Shoe,../data/RAW/images/17959.jpg
30747,Fabindia Men Striped Cream Cambric Kurta,../data/RAW/images/30747.jpg
2192,ADIDAS Men White Short,../data/RAW/images/2192.jpg
54202,Highlander Men Grey Shirt,../data/RAW/images/54202.jpg
26622,Puma Men Faas 800 Jam Black Sports Shoes,../data/RAW/images/26622.jpg
12417,Reid & Taylor Men Casual Brown Wallets,../data/RAW/images/12417.jpg
31695,Folklore Women Printed Purple Kurta,../data/RAW/images/31695.jpg
34121,Turtle Unisex Black Laptop Bag,../data/RAW/images/34121.jpg
50464,Chromozome Men Navy Blue & Grey Pack of 2 Briefs,../data/RAW/images/50464.jpg
23196,Highlander Men Green Check Shirt,../data/RAW/images/23196.jpg
22044,Vishudh Women Printed Green Kurta,../data/RAW/images/22044.jpg
16271,Tokyo Talkies Women Printed White Top,../data/RAW/images/16271.jpg
46501,Timex Men Black Dial Watch,../data/RAW/images/46501.jpg
7626,Wrangler Men Brown Leather Belt,../data/RAW/images/7626.jpg
13703,Fila Men Black Gautier Shoes,../data/RAW/images/13703.jpg
2354,ADIDAS Black Bounce Unisex Basketball,../data/RAW/images/2354.jpg
30581,Ray Ban Unisex Black Sunglass,../data/RAW/images/30581.jpg
43073,Nike Men Blue Odi Game Day Cap,../data/RAW/images/43073.jpg
49549,Rocia Women Green Clutch,../data/RAW/images/49549.jpg
22878,Woodland Men Khaki Casual Shoes,../data/RAW/images/22878.jpg
3286,Guerrilla Men's Madagascar Black T-shirt,../data/RAW/images/3286.jpg
31453,Nike Women Tennis Black T-shirt,../data/RAW/images/31453.jpg
55116,Lakme Absolute Mattreal Beige Honey Skin Natural Mousse 05,../data/RAW/images/55116.jpg
19239,Puma Men Standpunkt Classic Black Casual Shoes,../data/RAW/images/19239.jpg
11054,Scullers Men Check Blue Shirts,../data/RAW/images/11054.jpg
25261,Lino Perros Women Canvas Beige Handbag,../data/RAW/images/25261.jpg
41724,Catwalk Women Olive Heels,../data/RAW/images/41724.jpg
33304,Gini and Jony Boys Pack of 2 T-shirts,../data/RAW/images/33304.jpg
10186,Indigo Nation Men Black & Blue Stripe Shirt,../data/RAW/images/10186.jpg
11868,Franco Leone Men Casual Black Sandals,../data/RAW/images/11868.jpg
36676,Paridhan Women Red Handbag,../data/RAW/images/36676.jpg
45384,Rocia Women White & Silver Sandals,../data/RAW/images/45384.jpg
52333,ToniQ Women Black Clutch,../data/RAW/images/52333.jpg
20713,Redtape Men Margate Black Casual Shoe,../data/RAW/images/20713.jpg
14526,Mark Taylor Men Aqua Blue & White Grey Striped Shirt,../data/RAW/images/14526.jpg
58609,ToniQ Women Gold Earrings,../data/RAW/images/58609.jpg
5171,Wrangler Women's Short Placket Red Tops,../data/RAW/images/5171.jpg
11266,Indigo Nation Men Pv Plan(Mix & Max) Greyish Brown Trousers,../data/RAW/images/11266.jpg
25053,Lino Perros Men Formal Brown Accessory Gift Set,../data/RAW/images/25053.jpg
24181,Converse Unisex Black Casual Shoes,../data/RAW/images/24181.jpg
44858,Puma Men Red T-shirt,../data/RAW/images/44858.jpg
33136,Catwalk Women Brown Heels,../data/RAW/images/33136.jpg
52101,Myntra Women White Printed Kurta,../data/RAW/images/52101.jpg
36444,Spinn Men Gen X White Shoes,../data/RAW/images/36444.jpg
37596,Madagascar3 Boys Navy Blue Printed T-Shirt,../data/RAW/images/37596.jpg
5343,Skechers Women Blue Teal Shoe,../data/RAW/images/5343.jpg
20521,Baggit Women Brown Map Taj Handbag,../data/RAW/images/20521.jpg
14714,Genesis Men Solid Navy Blue Trousers,../data/RAW/images/14714.jpg
50656,Chromozome Men Navy Blue Lounge Shorts,../data/RAW/images/50656.jpg
17191,U.S. Polo Assn. Men Checks  Blue Shirt,../data/RAW/images/17191.jpg
34313,Fabindia Women Magenta Silk & Wool Ekko Stole,../data/RAW/images/34313.jpg
46733,Gini and Jony Girls Navy Blue Capris,../data/RAW/images/46733.jpg
19837,U.S. Polo Assn. Men Check Green Shirt,../data/RAW/images/19837.jpg
7414,W Women V Neck Sleeve Black Kurta,../data/RAW/images/7414.jpg
22276,Inc.5 Women Black Casual Heels,../data/RAW/images/22276.jpg
3888,Wrangler Men's Racing Big Print Grey T-shirt,../data/RAW/images/3888.jpg
16043,Highlander Men Check Blue Shirt,../data/RAW/images/16043.jpg
51784,Bwitch Women Caramel Bra,../data/RAW/images/51784.jpg
2166,Probase Men Check Orange Shirt,../data/RAW/images/2166.jpg
43241,Reebok Men Grey Swift Chase Sports Shoes,../data/RAW/images/43241.jpg
13531,Scullers Red Stripe Muffler,../data/RAW/images/13531.jpg
27704,Murcia Women Purple Handbag,../data/RAW/images/27704.jpg
55324,Revlon Color 'N Care Medium Brown 5N Hair Colour,../data/RAW/images/55324.jpg
42393,Flying Machine Women White T-shirt,../data/RAW/images/42393.jpg
31661,Indigo Nation Men Printed Blue Shirt,../data/RAW/images/31661.jpg
57017,Jockey ELANCE Men Black Briefs 1009,../data/RAW/images/57017.jpg
33552,Wrangler Men Brown Striped Shirt,../data/RAW/images/33552.jpg
58863,Hakashi Men Gold Cufflinks,../data/RAW/images/58863.jpg
32480,Proline Men Multicoloured Striped Polo T-shirt,../data/RAW/images/32480.jpg
41172,Allen Solly Woman Orange Shirt,../data/RAW/images/41172.jpg
11602,W Women Solid Grey Kurtas,../data/RAW/images/11602.jpg
25437,Lee Men Fashion Black Wallet,../data/RAW/images/25437.jpg
44400,Force 10 Men White & Blue Duplay Sports Shoes,../data/RAW/images/44400.jpg
5727,Reebok Men's Blaze White Black Shoe,../data/RAW/images/5727.jpg
20145,Wrangler Men Urban Green Shirt,../data/RAW/images/20145.jpg
38986,Gini and Jony Boys Comics Blue T-shirt,../data/RAW/images/38986.jpg
14370,Catwalk Women Casual Black Flats,../data/RAW/images/14370.jpg
52565,Mod'acc Women Black Clutch,../data/RAW/images/52565.jpg
39854,Gini and Jony Boys Printed White T-Shirt,../data/RAW/images/39854.jpg
36020,OTLS Men Brown Leather Belt,../data/RAW/images/36020.jpg
7070,Timberland Men's Cycling Pod Chino Khaki Pant,../data/RAW/images/7070.jpg
22612,Nike Men Black Jersey,../data/RAW/images/22612.jpg
8804,Scullers Men Scul White Gingham Red Shirt,../data/RAW/images/8804.jpg
16427,Levi's Men Printed Purple Tshirts,../data/RAW/images/16427.jpg
50232,Stoln Women Black Sunglasses,../data/RAW/images/50232.jpg
28328,Red Tape Men Casual Brown Sandals,../data/RAW/images/28328.jpg
13969,Puma Men 917 SL Graphic Black Casual Shoes,../data/RAW/images/13969.jpg
34777,Be For Bag Women Pack of 3 Bag,../data/RAW/images/34777.jpg
47285,Myntra Women Pack of 3 T-shirts,../data/RAW/images/47285.jpg
12087,W Women Printed White Kurtas,../data/RAW/images/12087.jpg
2502,Numero Uno Men's Casual Canvas Black Shoe,../data/RAW/images/2502.jpg
43625,Vero Moda Women Black Printed Shift Dress,../data/RAW/images/43625.jpg
13155,Puma Men Vintage No.1 Logo Blue Tshirts,../data/RAW/images/13155.jpg
54692,Shree Women Multicoloured Printed Kurta,../data/RAW/images/54692.jpg
27360,Tantra Men After The Fight Maroon T-shirt,../data/RAW/images/27360.jpg
49911,Q&Q Kids Girls White Dial Analog Watch,../data/RAW/images/49911.jpg
16615,Genesis Men Solid Charcoal Trouser,../data/RAW/images/16615.jpg
46165,Adrika Women Multi Coloured Necklace,../data/RAW/images/46165.jpg
35497,Bata Men Velocity Grey Sandals,../data/RAW/images/35497.jpg
7242,Rockport Men's Alfrew Black Shoe,../data/RAW/images/7242.jpg
34545,Puma Men Patch Webbing Navy Blue Belt,../data/RAW/images/34545.jpg
6390,Lotto Women Sofia Purple Black Floater,../data/RAW/images/6390.jpg
50000,Hanes Women Black Cotton Stretch Racer Back Sports Bra,../data/RAW/images/50000.jpg
31037,Arrow Sport Men Printed Navy Blue T-shirt,../data/RAW/images/31037.jpg
46959,Jungle Book Boys Red Flip Flops,../data/RAW/images/46959.jpg
55572,Revlon Photo Ready Medium Deep Concealer 005,../data/RAW/images/55572.jpg
13367,Timberland Women Femmes Brown Casual Shoes,../data/RAW/images/13367.jpg
27152,Mark Taylor Men Striped Blue Shirt,../data/RAW/images/27152.jpg
2730,Disney Kids Girl's Red Round Neck Kidswear,../data/RAW/images/2730.jpg
28926,Mr. Men Printed Teal T-shirt,../data/RAW/images/28926.jpg
40292,Warner Bros Kids Unisex Blue Flip Flops,../data/RAW/images/40292.jpg
33760,Vero Moda Women Viva White Top,../data/RAW/images/33760.jpg
57225,Murcia Women Red Handbag,../data/RAW/images/57225.jpg
11430,United Colors of Benetton Women Brown T-shirt,../data/RAW/images/11430.jpg
25605,Fastrack Men Black Dial Watch N1161SM02,../data/RAW/images/25605.jpg
20377,Urban Yoga Women Solid Pink Jacket,../data/RAW/images/20377.jpg
1989,ADIDAS Womens Black Tank Fitted T-shirt,../data/RAW/images/1989.jpg
53685,Kiara Women Black Handbag,../data/RAW/images/53685.jpg
14142,Belmonte Men Bright Assorted Steel Cufflinks,../data/RAW/images/14142.jpg
44632,Nike Men Grey AS Sideline Track Pants,../data/RAW/images/44632.jpg
5515,Probase Men's Crack Print Crew Challenger Blue T-shirt,../data/RAW/images/5515.jpg
36212,Gini Jony Girls Black Top,../data/RAW/images/36212.jpg
15090,Mother Earth Men Check White Shirts,../data/RAW/images/15090.jpg
39606,Catwalk Women Silver Heels,../data/RAW/images/39606.jpg
25259,Lino Perros Women Leatherite Beige Handbag,../data/RAW/images/25259.jpg
57679,Lotus Herbals Cocoa Caress SPF 20 Hand & Body Lotion 250 ml,../data/RAW/images/57679.jpg
